NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
3333667,2022-12-20,2022-12-20,18:08:31,18:13:00,11517.0,2569000.0,"4,483",160.0,157.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3327565,2022-12-16,2022-12-16,13:47:29,13:49:00,3185.0,2100000.0,"1,517",158.1,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332824,2022-12-20,2022-12-20,16:36:31,16:45:03,22340.0,2618000.0,"8,533",160.1,156.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3327371,2022-12-16,2022-12-16,11:30:29,11:46:00,36140.0,2329000.0,"15,517",158.0,155.6,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 16,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3327858,2022-12-16,2022-12-16,15:19:30,15:27:00,17402.0,2320000.0,"7,500",158.1,155.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3327952,2022-12-16,2022-12-16,15:34:30,15:37:00,5000.0,2000000.0,"2,500",157.6,155.6,A,59,A59,ascending,Oss-Oost,Paalgraven,'s-Hertogenbosch,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3328139,2022-12-16,2022-12-16,16:03:31,16:10:03,14612.0,2236000.0,"6,533",158.0,155.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332100,2022-12-20,2022-12-20,09:51:29,09:55:03,7530.0,2111000.0,"3,567",157.5,155.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332688,2022-12-20,2022-12-20,16:15:31,16:18:00,5625.0,2265000.0,"2,483",162.0,159.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3333266,2022-12-20,2022-12-20,17:24:32,17:39:01,46158.0,3187000.0,"14,483",158.2,155.1,A,1,A1,ascending,Hengelo,Hengelo-Noord,Hengelo,Duitse grens,rush hour traffic jam (no cause reported),VWM 14,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3333631,2022-12-20,2022-12-20,18:03:31,18:06:00,5463.0,2200000.0,"2,483",158.2,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3330769,2022-12-19,2022-12-19,17:15:31,17:18:00,10083.0,4060000.0,"2,483",160.8,156.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332022,2022-12-20,2022-12-20,09:20:29,09:22:00,5612.0,3700000.0,"1,517",159.6,155.9,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332426,2022-12-20,2022-12-20,15:13:31,15:15:01,3000.0,2000000.0,"1,500",159.0,157.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332760,2022-12-20,2022-12-20,16:27:32,16:31:05,7822.0,2203000.0,"3,550",160.8,158.7,N,2,N2,ascending,Eindhoven-Centrum,Meerhoven-Zuid,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3333480,2022-12-20,2022-12-20,17:43:32,17:45:03,3337.0,2200000.0,"1,517",160.5,158.3,N,2,N2,ascending,Eindhoven-Centrum,Meerhoven-Zuid,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3327622,2022-12-16,2022-12-16,14:13:30,14:18:00,9855.0,2190000.0,"4,500",158.3,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3328056,2022-12-16,2022-12-16,15:51:30,15:54:00,5425.0,2170000.0,"2,500",160.6,158.4,N,2,N2,ascending,Eindhoven-Centrum,Meerhoven-Zuid,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3331657,2022-12-20,2022-12-20,08:21:28,08:23:00,3067.0,2000000.0,"1,533",162.1,160.1,A,15,A15,ascending,Elst,Ressen,Gorinchem,Nijmegen,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332430,2022-12-20,2022-12-20,15:16:31,15:18:00,2967.0,2000000.0,"1,483",159.0,157.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3332769,2022-12-20,2022-12-20,16:29:32,16:33:00,7280.0,2100000.0,"3,467",158.9,156.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3322016,2022-12-13,2022-12-13,17:56:30,17:59:00,5333.0,2133000.0,"2,500",159.5,157.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323024,2022-12-14,2022-12-14,15:39:30,15:42:00,6465.0,2586000.0,"2,500",160.0,157.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323495,2022-12-14,2022-12-14,16:54:30,16:56:02,3527.0,2300000.0,"1,533",159.4,157.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323387,2022-12-14,2022-12-14,16:39:31,16:45:04,20368.0,3670000.0,"5,550",162.1,159.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324653,2022-12-15,2022-12-15,08:19:30,08:21:00,4350.0,2900000.0,"1,500",159.7,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320443,2022-12-13,2022-12-13,09:05:29,09:10:03,10193.0,2232000.0,"4,567",158.7,156.5,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320530,2022-12-13,2022-12-13,09:19:29,09:21:00,3185.0,2100000.0,"1,517",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3322408,2022-12-14,2022-12-14,07:49:28,07:52:00,7027.0,2774000.0,"2,533",159.6,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323625,2022-12-14,2022-12-14,17:12:31,17:15:03,6270.0,2475000.0,"2,533",160.1,157.4,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323689,2022-12-14,2022-12-14,17:19:31,17:24:00,9915.0,2212000.0,"4,483",158.8,156.5,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324968,2022-12-15,2022-12-15,08:57:30,09:00:05,5860.0,2268000.0,"2,583",159.0,156.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325065,2022-12-15,2022-12-15,09:16:29,09:19:00,5537.0,2200000.0,"2,517",159.1,156.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323930,2022-12-14,2022-12-14,17:57:30,18:00:04,7328.0,2855000.0,"2,567",160.8,157.6,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324422,2022-12-15,2022-12-15,07:52:29,08:41:00,176623.0,3640000.0,"48,517",159.8,157.6,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,spitsfile (with accident),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323482,2022-12-14,2022-12-14,16:52:31,16:54:00,3412.0,2300000.0,"1,483",159.5,157.2,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324480,2022-12-15,2022-12-15,07:57:28,07:59:00,3220.0,2100000.0,"1,533",157.6,155.5,A,59,A59,ascending,Oss-Oost,Paalgraven,'s-Hertogenbosch,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3322427,2022-12-14,2022-12-14,07:53:27,07:58:00,13960.0,3068000.0,"4,550",159.6,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323064,2022-12-14,2022-12-14,15:50:29,15:53:00,5808.0,2308000.0,"2,517",159.8,157.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323533,2022-12-14,2022-12-14,16:59:30,17:03:00,8415.0,2404000.0,"3,500",159.6,156.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324379,2022-12-15,2022-12-15,07:47:28,08:41:00,170657.0,3188000.0,"53,533",159.6,156.7,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 54,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323649,2022-12-14,2022-12-14,17:15:31,17:17:00,2967.0,2000000.0,"1,483",159.0,157.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323786,2022-12-14,2022-12-14,17:33:31,17:37:00,7892.0,2266000.0,"3,483",159.0,156.6,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323789,2022-12-14,2022-12-14,17:33:31,17:36:00,5778.0,2327000.0,"2,483",160.8,158.5,N,2,N2,ascending,Eindhoven-Centrum,Meerhoven-Zuid,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324905,2022-12-15,2022-12-15,08:48:30,08:51:00,5407.0,2163000.0,"2,500",160.6,158.4,N,2,N2,ascending,Eindhoven-Centrum,Meerhoven-Zuid,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325875,2022-12-15,2022-12-15,16:26:31,16:40:03,37070.0,2739000.0,"13,533",162.1,159.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 14,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324493,2022-12-15,2022-12-15,07:59:28,08:10:05,31427.0,2960000.0,"10,617",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324494,2022-12-15,2022-12-15,07:59:28,08:02:01,5995.0,2351000.0,"2,550",159.0,156.7,N,2,N2,ascending,Eindhoven-Airport,Eindhoven-Centrum,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325004,2022-12-15,2022-12-15,09:04:30,09:08:00,7635.0,2181000.0,"3,500",158.9,156.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3321590,2022-12-13,2022-12-13,17:11:30,17:20:03,25497.0,2982000.0,"8,550",160.7,156.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324831,2022-12-15,2022-12-15,08:39:30,09:19:00,132290.0,3349000.0,"39,500",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 40,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326319,2022-12-15,2022-12-15,17:10:32,17:16:00,15157.0,2773000.0,"5,467",159.8,156.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326442,2022-12-15,2022-12-15,17:19:32,17:31:02,31998.0,2782000.0,"11,500",158.0,155.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320384,2022-12-13,2022-12-13,08:56:29,09:05:04,20610.0,2401000.0,"8,583",158.5,156.4,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320478,2022-12-13,2022-12-13,09:10:29,09:32:00,60257.0,2800000.0,"21,517",158.7,156.7,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 22,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3321306,2022-12-13,2022-12-13,16:41:30,16:46:03,12180.0,2677000.0,"4,550",159.5,156.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326590,2022-12-15,2022-12-15,17:33:31,17:36:02,5033.0,2000000.0,"2,517",158.2,156.2,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3321701,2022-12-13,2022-12-13,17:22:31,17:44:00,55190.0,2569000.0,"21,483",157.9,155.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 21,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320400,2022-12-13,2022-12-13,08:58:29,09:01:00,7778.0,3091000.0,"2,517",159.4,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326805,2022-12-15,2022-12-15,17:58:31,18:02:00,11308.0,3246000.0,"3,483",160.8,156.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324938,2022-12-15,2022-12-15,08:52:30,08:57:00,12598.0,2800000.0,"4,500",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326017,2022-12-15,2022-12-15,16:40:31,16:59:00,52720.0,2852000.0,"18,483",158.1,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 18,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323281,2022-12-14,2022-12-14,16:24:31,16:28:00,10317.0,2962000.0,"3,483",159.7,157.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325039,2022-12-15,2022-12-15,09:10:30,09:13:00,5250.0,2100000.0,"2,500",158.9,156.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326620,2022-12-15,2022-12-15,17:36:31,17:38:00,3115.0,2100000.0,"1,483",158.1,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319789,2022-12-13,2022-12-13,07:54:28,08:06:03,26143.0,2257000.0,"11,583",161.5,159.5,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320321,2022-12-13,2022-12-13,08:48:30,08:56:03,21458.0,2842000.0,"7,550",159.7,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319198,2022-12-12,2022-12-12,17:58:30,18:00:04,3447.0,2200000.0,"1,567",158.3,156.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319976,2022-12-13,2022-12-13,08:14:28,08:27:00,18800.0,1500000.0,"12,533",156.4,156.4,A,15,A15,ascending,Valburg verbindingsweg A15 vanuit Rotterdam,A50 richting Zwolle,Gorinchem,Nijmegen,rush hour traffic jam (no cause reported),VWM 13,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319634,2022-12-13,2022-12-13,07:38:27,07:42:00,12380.0,3487000.0,"3,550",159.6,156.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319895,2022-12-13,2022-12-13,08:06:28,08:14:00,11300.0,1500000.0,"7,533",156.4,156.4,A,15,A15,ascending,Valburg verbindingsweg A15 vanuit Rotterdam,A50 richting Zwolle,Gorinchem,Nijmegen,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320073,2022-12-13,2022-12-13,08:23:29,08:25:04,5383.0,3400000.0,"1,583",159.2,155.8,N,2,N2,ascending,Eindhoven-Airport,Eindhoven-Centrum,Batadorp,Leenderheide,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319909,2022-12-13,2022-12-13,08:07:29,08:11:00,7912.0,2250000.0,"3,517",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319917,2022-12-13,2022-12-13,08:08:28,08:50:05,132380.0,3181000.0,"41,617",157.7,155.5,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 42,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320182,2022-12-13,2022-12-13,08:35:30,08:38:01,5537.0,2200000.0,"2,517",159.7,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319749,2022-12-13,2022-12-13,07:50:28,07:52:00,5520.0,3600000.0,"1,533",160.8,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319838,2022-12-13,2022-12-13,07:59:28,08:02:00,6567.0,2592000.0,"2,533",159.6,157.1,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319250,2022-12-12,2022-12-12,18:20:28,18:25:02,11990.0,2626000.0,"4,567",160.9,158.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319505,2022-12-13,2022-12-13,07:20:26,07:44:00,90830.0,3854000.0,"23,567",157.6,155.3,A,59,A59,ascending,Oss-Oost,Paalgraven,'s-Hertogenbosch,Oss,rush hour traffic jam (no cause reported),VWM 24,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319164,2022-12-12,2022-12-12,17:52:29,17:58:00,11982.0,2172000.0,"5,517",158.2,156.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320027,2022-12-13,2022-12-13,08:19:30,08:25:04,15192.0,2729000.0,"5,567",161.0,158.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319772,2022-12-13,2022-12-13,07:52:28,07:56:01,8238.0,2321000.0,"3,550",157.6,156.4,A,59,A59,ascending,Oss-Oost,Paalgraven,'s-Hertogenbosch,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319863,2022-12-13,2022-12-13,08:02:28,08:04:00,5980.0,3900000.0,"1,533",159.6,155.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319693,2022-12-13,2022-12-13,07:44:27,07:46:00,3100.0,2000000.0,"1,550",157.6,155.6,A,59,A59,ascending,Oss-Oost,Paalgraven,'s-Hertogenbosch,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337940,2022-12-27,2022-12-27,15:28:30,15:30:00,6300.0,4200000.0,"1,500",162.0,157.8,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
