NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month,route
3322427,2022-12-14,2022-12-14,07:53:27,07:58:00,13960.0,3068000.0,"4,550",159.6,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3324379,2022-12-15,2022-12-15,07:47:28,08:41:00,170657.0,3188000.0,"53,533",159.6,156.7,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 54,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3324493,2022-12-15,2022-12-15,07:59:28,08:10:05,31427.0,2960000.0,"10,617",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3324831,2022-12-15,2022-12-15,08:39:30,09:19:00,132290.0,3349000.0,"39,500",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 40,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3320400,2022-12-13,2022-12-13,08:58:29,09:01:00,7778.0,3091000.0,"2,517",159.4,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3324938,2022-12-15,2022-12-15,08:52:30,08:57:00,12598.0,2800000.0,"4,500",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3320321,2022-12-13,2022-12-13,08:48:30,08:56:03,21458.0,2842000.0,"7,550",159.7,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3319634,2022-12-13,2022-12-13,07:38:27,07:42:00,12380.0,3487000.0,"3,550",159.6,156.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3319909,2022-12-13,2022-12-13,08:07:29,08:11:00,7912.0,2250000.0,"3,517",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3320182,2022-12-13,2022-12-13,08:35:30,08:38:01,5537.0,2200000.0,"2,517",159.7,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3319749,2022-12-13,2022-12-13,07:50:28,07:52:00,5520.0,3600000.0,"1,533",160.8,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3319838,2022-12-13,2022-12-13,07:59:28,08:02:00,6567.0,2592000.0,"2,533",159.6,157.1,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3320027,2022-12-13,2022-12-13,08:19:30,08:25:04,15192.0,2729000.0,"5,567",161.0,158.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3319863,2022-12-13,2022-12-13,08:02:28,08:04:00,5980.0,3900000.0,"1,533",159.6,155.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3,E-A
3335225,2022-12-22,2022-12-22,08:05:29,10:01:00,666372.0,5769000.0,"115,517",159.5,157.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,accident (in a pointed file),VWM 6,Accidents,Accident,Accident,Accident,3,E-A
2939033,2022-02-18,2022-02-18,14:07:33,14:10:02,5133.0,2067000.0,"2,483",158.5,156.4,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,4,E-A
2939399,2022-02-18,2022-02-18,17:36:31,17:38:00,3115.0,2100000.0,"1,483",158.5,156.4,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,4,E-A
2939404,2022-02-18,2022-02-18,17:43:32,17:55:02,29545.0,2569000.0,"11,500",158.5,156.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,4,E-A
2929057,2022-01-31,2022-01-31,16:26:00,16:45:11,58028.0,3025000.0,"19,183",158.9,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,emergency repair,VWM 18,Emergency Repair,Emergency Repair,Emergency Repair,Unplanned Maintenance,5,E-A
2929063,2022-01-31,2022-01-31,16:45:00,17:02:12,41280.0,2400000.0,"17,200",158.9,156.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 17,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,5,E-A
3108502,2022-07-05,2022-07-05,08:21:26,08:23:00,3760.0,2400000.0,"1,567",159.7,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3108380,2022-07-05,2022-07-05,07:58:26,08:01:01,5238.0,2028000.0,"2,583",157.8,155.8,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3108307,2022-07-05,2022-07-05,07:44:25,07:50:03,16277.0,2889000.0,"5,633",159.6,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3108522,2022-07-05,2022-07-05,08:24:26,08:26:01,4117.0,2600000.0,"1,583",158.8,156.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3108553,2022-07-05,2022-07-05,08:31:26,09:51:57,565862.0,7028000.0,"80,517",160.4,158.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,defective truck (s),VWM 4,Defective Truck(s),Defective Truck,Incident (Stranded Vehicle),Incident,6,E-A
3119113,2022-07-14,2022-07-14,08:29:26,08:31:00,3760.0,2400000.0,"1,567",159.6,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3119029,2022-07-14,2022-07-14,07:55:25,08:14:00,55607.0,2992000.0,"18,583",159.8,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 19,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3120419,2022-07-15,2022-07-15,11:00:27,11:07:00,19512.0,2979000.0,"6,550",157.6,155.0,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 7,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3119123,2022-07-14,2022-07-14,08:32:27,08:37:00,13623.0,2994000.0,"4,550",159.7,157.0,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3123301,2022-07-18,2022-07-18,11:02:26,11:04:00,3290.0,2100000.0,"1,567",161.6,159.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3119155,2022-07-14,2022-07-14,08:45:27,08:48:00,5473.0,2146000.0,"2,550",159.4,157.4,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3123306,2022-07-18,2022-07-18,11:06:26,11:12:00,13583.0,2440000.0,"5,567",161.6,159.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3120396,2022-07-15,2022-07-15,10:46:27,10:52:00,11913.0,2147000.0,"5,550",157.7,155.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3118984,2022-07-14,2022-07-14,07:40:25,07:55:02,55530.0,3799000.0,"14,617",160.2,158.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 15,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3120402,2022-07-15,2022-07-15,10:52:26,10:58:00,13747.0,2469000.0,"5,567",157.7,155.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3119084,2022-07-14,2022-07-14,08:17:26,08:19:00,3917.0,2500000.0,"1,567",159.7,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3119097,2022-07-14,2022-07-14,08:23:26,08:27:00,8615.0,2415000.0,"3,567",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3111352,2022-07-07,2022-07-07,07:48:25,07:50:04,3960.0,2400000.0,"1,650",158.6,156.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3111367,2022-07-07,2022-07-07,07:50:25,07:55:03,10297.0,2222000.0,"4,633",157.5,155.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3110149,2022-07-06,2022-07-06,08:23:26,12:00:05,1028950.0,4749000.0,"216,650",160.4,158.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,accident (with cleaning/storage),VWM 6,Accidents,Accident,Accident,Accident,6,E-A
3110265,2022-07-06,2022-07-06,09:48:25,09:51:00,8967.0,3471000.0,"2,583",159.8,156.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6,E-A
3056115,2022-06-02,2022-06-02,08:08:27,08:12:03,9528.0,2647000.0,"3,600",159.7,157.1,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3056220,2022-06-02,2022-06-02,08:25:28,08:29:00,11235.0,3180000.0,"3,533",159.6,156.7,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3053999,2022-06-01,2022-06-01,07:46:26,07:48:00,3603.0,2300000.0,"1,567",159.6,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3055986,2022-06-02,2022-06-02,07:48:26,09:04:02,306332.0,4052000.0,"75,600",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 76,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3054012,2022-06-01,2022-06-01,07:49:27,07:54:00,11497.0,2527000.0,"4,550",159.5,157.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3067619,2022-06-09,2022-06-09,08:29:28,08:31:00,3067.0,2000000.0,"1,533",159.6,157.6,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3067714,2022-06-09,2022-06-09,08:43:28,08:51:05,25613.0,3363000.0,"7,617",160.1,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3067559,2022-06-09,2022-06-09,08:19:28,08:30:02,35393.0,3350000.0,"10,567",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3067303,2022-06-09,2022-06-09,07:46:26,08:04:04,52498.0,2977000.0,"17,633",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 18,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3067429,2022-06-09,2022-06-09,08:03:27,08:06:01,5260.0,2049000.0,"2,567",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3062747,2022-06-07,2022-06-07,07:51:26,07:53:02,3680.0,2300000.0,"1,600",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3062911,2022-06-07,2022-06-07,08:14:28,08:18:00,7393.0,2092000.0,"3,533",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3060448,2022-06-03,2022-06-03,17:07:30,17:11:03,12070.0,3400000.0,"3,550",160.7,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3056318,2022-06-02,2022-06-02,08:38:28,08:43:00,14082.0,3106000.0,"4,533",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3062759,2022-06-07,2022-06-07,07:53:27,10:13:09,1067818.0,7644000.0,"139,700",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,defective truck (s),VWM 32,Defective Truck(s),Defective Truck,Incident (Stranded Vehicle),Incident,7,E-A
3075316,2022-06-14,2022-06-14,08:41:28,08:43:01,4340.0,2800000.0,"1,550",159.6,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3074908,2022-06-14,2022-06-14,07:48:27,07:50:03,3360.0,2100000.0,"1,600",157.8,155.7,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3075377,2022-06-14,2022-06-14,08:48:28,08:52:00,8292.0,2347000.0,"3,533",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3075052,2022-06-14,2022-06-14,08:11:27,08:14:00,8287.0,3250000.0,"2,550",159.6,156.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3089662,2022-06-22,2022-06-22,08:16:27,08:22:00,14243.0,2566000.0,"5,550",161.0,158.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3089776,2022-06-22,2022-06-22,08:42:28,08:44:00,3680.0,2400000.0,"1,533",158.5,156.1,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3089698,2022-06-22,2022-06-22,08:25:28,08:28:00,11847.0,4676000.0,"2,533",160.9,156.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3089713,2022-06-22,2022-06-22,08:30:27,08:37:00,22972.0,3507000.0,"6,550",161.4,157.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3089915,2022-06-22,2022-06-22,09:14:27,09:36:54,66410.0,2958000.0,"22,450",161.0,158.7,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,demonstration,VWM 3,Protest,Actions or Demonstrations,Event,Event,7,E-A
3102472,2022-06-30,2022-06-30,07:44:25,07:57:01,33138.0,2630000.0,"12,600",159.6,156.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 13,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3102669,2022-06-30,2022-06-30,08:26:27,08:29:00,5178.0,2031000.0,"2,550",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3098808,2022-06-28,2022-06-28,07:48:25,09:24:00,559862.0,5857000.0,"95,583",157.8,155.8,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,fire near the road,VWM 6,Fire Near the Road,Dangerous Situation,Incident,Incident,7,E-A
3091491,2022-06-23,2022-06-23,07:59:26,08:04:00,10917.0,2391000.0,"4,567",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3091773,2022-06-23,2022-06-23,08:43:27,09:08:00,87157.0,3550000.0,"24,550",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 25,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3095983,2022-06-25,2022-06-25,13:06:26,13:09:00,5960.0,2322000.0,"2,567",161.2,158.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3091608,2022-06-23,2022-06-23,08:16:27,08:45:02,99910.0,3495000.0,"28,583",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 29,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079535,2022-06-16,2022-06-16,08:34:27,08:40:03,14618.0,2610000.0,"5,600",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079379,2022-06-16,2022-06-16,08:13:27,08:15:03,3200.0,2000000.0,"1,600",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079465,2022-06-16,2022-06-16,08:25:27,08:30:03,13290.0,2889000.0,"4,600",159.6,157.0,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079221,2022-06-16,2022-06-16,07:49:25,08:39:01,225380.0,4544000.0,"49,600",159.6,156.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 50,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3080266,2022-06-16,2022-06-16,12:23:27,12:25:00,3255.0,2100000.0,"1,550",159.9,157.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3080271,2022-06-16,2022-06-16,12:26:27,12:41:00,51270.0,3524000.0,"14,550",159.9,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,objects on the road,VWM 1,Objects on the Road,Load on the Road,Incident (Obstacle on the Road),Incident,7,E-A
3079327,2022-06-16,2022-06-16,08:05:27,08:07:00,3875.0,2500000.0,"1,550",159.6,157.1,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079341,2022-06-16,2022-06-16,08:07:27,08:09:00,3875.0,2500000.0,"1,550",159.6,157.1,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079425,2022-06-16,2022-06-16,08:19:27,08:21:00,6355.0,4100000.0,"1,550",159.7,155.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
3079521,2022-06-16,2022-06-16,08:32:28,08:34:00,3220.0,2100000.0,"1,533",159.7,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7,E-A
2950199,2022-03-06,2022-03-06,14:58:31,15:36:07,108847.0,2895000.0,"37,600",157.7,155.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,objects on the road,VWM 3,Objects on the Road,Load on the Road,Incident (Obstacle on the Road),Incident,8,E-A
2963015,2022-03-24,2022-03-24,08:06:33,08:15:02,20467.0,2413000.0,"8,483",157.4,155.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,8,E-A
2962998,2022-03-24,2022-03-24,08:02:33,08:06:03,7350.0,2100000.0,"3,500",158.0,155.9,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,8,E-A
2957592,2022-03-17,2022-03-17,08:15:33,08:26:00,28465.0,2724000.0,"10,450",159.7,157.1,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,8,E-A
2969377,2022-03-31,2022-03-31,07:43:29,09:31:00,909445.0,8459000.0,"107,517",159.6,156.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 108,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,8,E-A
