NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
3320791,2022-12-13,2022-12-13,11:31:29,11:37:00,12958.0,2349000.0,"5,517",170.6,172.6,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324677,2022-12-15,2022-12-15,08:22:30,08:27:01,10712.0,2372000.0,"4,517",163.6,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325097,2022-12-15,2022-12-15,09:23:29,09:27:00,10355.0,2945000.0,"3,517",163.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323237,2022-12-14,2022-12-14,16:18:30,16:20:03,3255.0,2100000.0,"1,550",164.6,166.7,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324154,2022-12-15,2022-12-15,06:56:25,06:58:00,4275.0,2700000.0,"1,583",163.9,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325703,2022-12-15,2022-12-15,16:06:31,16:10:04,9750.0,2746000.0,"3,550",163.4,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325766,2022-12-15,2022-12-15,16:14:31,16:17:00,7075.0,2849000.0,"2,483",164.3,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3322665,2022-12-14,2022-12-14,08:50:30,08:55:02,12135.0,2677000.0,"4,533",162.7,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324502,2022-12-15,2022-12-15,08:01:29,08:05:03,8487.0,2379000.0,"3,567",163.0,165.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324617,2022-12-15,2022-12-15,08:15:28,08:21:00,12390.0,2239000.0,"5,533",181.3,183.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324618,2022-12-15,2022-12-15,08:15:28,08:19:00,8935.0,2529000.0,"3,533",175.5,177.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323666,2022-12-14,2022-12-14,17:17:31,17:23:00,12525.0,2284000.0,"5,483",163.2,165.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3326056,2022-12-15,2022-12-15,16:43:32,16:50:04,17377.0,2660000.0,"6,533",164.0,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323175,2022-12-14,2022-12-14,16:09:31,16:14:00,13747.0,3066000.0,"4,483",163.4,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324174,2022-12-15,2022-12-15,07:04:27,07:07:00,5708.0,2239000.0,"2,550",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324628,2022-12-15,2022-12-15,08:16:29,08:19:00,5537.0,2200000.0,"2,517",164.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324926,2022-12-15,2022-12-15,08:51:31,09:01:02,39538.0,4155000.0,"9,517",175.7,181.3,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325127,2022-12-15,2022-12-15,09:30:29,09:32:00,3033.0,2000000.0,"1,517",164.5,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323101,2022-12-14,2022-12-14,15:59:30,16:02:00,5937.0,2375000.0,"2,500",164.7,167.0,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324774,2022-12-15,2022-12-15,08:32:30,08:35:03,8088.0,3172000.0,"2,550",176.3,179.2,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325601,2022-12-15,2022-12-15,15:51:31,15:57:00,13948.0,2544000.0,"5,483",164.3,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325904,2022-12-15,2022-12-15,16:29:31,16:31:00,3115.0,2100000.0,"1,483",163.6,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3323280,2022-12-14,2022-12-14,16:24:31,16:40:04,38025.0,2445000.0,"15,550",174.7,176.9,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 16,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324858,2022-12-15,2022-12-15,08:43:30,08:51:00,25220.0,3363000.0,"7,500",176.2,178.4,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3325850,2022-12-15,2022-12-15,16:24:31,16:27:00,6045.0,2434000.0,"2,483",164.4,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3324198,2022-12-15,2022-12-15,07:13:26,07:36:02,61522.0,2722000.0,"22,600",178.8,181.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 23,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319458,2022-12-13,2022-12-13,07:09:26,07:16:00,16280.0,2479000.0,"6,567",164.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320067,2022-12-13,2022-12-13,08:23:29,09:03:00,156832.0,3969000.0,"39,517",175.5,180.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 40,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320152,2022-12-13,2022-12-13,08:33:29,08:54:00,57382.0,2797000.0,"20,517",162.7,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 21,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320153,2022-12-13,2022-12-13,08:33:29,08:40:04,23542.0,3576000.0,"6,583",175.9,178.8,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319632,2022-12-13,2022-12-13,07:38:27,07:42:00,9803.0,2762000.0,"3,550",181.7,183.8,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319560,2022-12-13,2022-12-13,07:29:27,07:34:00,10053.0,2210000.0,"4,550",164.5,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319812,2022-12-13,2022-12-13,07:57:28,08:25:03,61248.0,2220000.0,"27,583",180.0,182.7,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 28,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319483,2022-12-13,2022-12-13,07:17:26,07:27:00,23687.0,2476000.0,"9,567",163.2,165.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319823,2022-12-13,2022-12-13,07:58:29,08:02:00,8642.0,2457000.0,"3,517",163.4,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319915,2022-12-13,2022-12-13,08:08:28,08:10:04,3680.0,2300000.0,"1,600",163.6,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3320007,2022-12-13,2022-12-13,08:17:29,08:23:00,15358.0,2784000.0,"5,517",175.8,178.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319512,2022-12-13,2022-12-13,07:21:27,07:42:00,65553.0,3190000.0,"20,550",180.6,182.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 21,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319601,2022-12-13,2022-12-13,07:34:27,07:37:00,5520.0,2165000.0,"2,550",163.9,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319857,2022-12-13,2022-12-13,08:02:28,08:05:04,5460.0,2100000.0,"2,600",163.6,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319776,2022-12-13,2022-12-13,07:53:28,07:55:03,3325.0,2100000.0,"1,583",163.4,165.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3319696,2022-12-13,2022-12-13,07:45:27,07:48:00,5620.0,2204000.0,"2,550",180.8,182.9,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337905,2022-12-27,2022-12-27,15:00:30,15:02:00,3300.0,2200000.0,"1,500",164.1,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337910,2022-12-27,2022-12-27,15:04:30,15:10:01,12583.0,2281000.0,"5,517",162.6,165.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337939,2022-12-27,2022-12-27,15:28:30,15:34:00,14293.0,2599000.0,"5,500",164.2,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339234,2022-12-30,2022-12-30,13:52:29,13:56:01,9878.0,2796000.0,"3,533",163.5,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339371,2022-12-30,2022-12-30,15:02:30,15:06:00,9980.0,2851000.0,"3,500",179.0,181.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339536,2022-12-30,2022-12-30,16:35:29,16:37:00,3185.0,2100000.0,"1,517",163.6,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339539,2022-12-30,2022-12-30,16:37:29,16:43:00,15233.0,2761000.0,"5,517",164.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339555,2022-12-30,2022-12-30,16:59:29,17:05:00,18195.0,3298000.0,"5,517",163.5,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339563,2022-12-30,2022-12-30,17:05:29,17:31:00,91352.0,3580000.0,"25,517",163.8,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,accident (len),VWM 8,Accidents,Accident,Accident,Accident,3
3337919,2022-12-27,2022-12-27,15:14:30,15:18:00,10250.0,2929000.0,"3,500",163.8,166.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337931,2022-12-27,2022-12-27,15:23:29,15:27:00,7385.0,2100000.0,"3,517",163.4,165.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339546,2022-12-30,2022-12-30,16:51:30,16:55:00,9650.0,2757000.0,"3,500",163.3,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337816,2022-12-27,2022-12-27,13:24:30,13:26:00,3450.0,2300000.0,"1,500",177.5,179.8,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339080,2022-12-30,2022-12-30,12:05:29,12:10:01,11890.0,2623000.0,"4,533",164.4,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339246,2022-12-30,2022-12-30,13:56:30,14:05:02,25113.0,2943000.0,"8,533",164.3,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 9,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339381,2022-12-30,2022-12-30,15:07:30,16:11:00,256438.0,4038000.0,"63,500",179.3,182.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 64,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3338882,2022-12-29,2022-12-29,17:03:30,17:18:00,40600.0,2800000.0,"14,500",155.6,158.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 14,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3335584,2022-12-22,2022-12-22,15:34:31,15:40:02,14247.0,2582000.0,"5,517",164.4,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337826,2022-12-27,2022-12-27,13:36:29,13:38:00,3185.0,2100000.0,"1,517",164.6,166.7,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3338398,2022-12-28,2022-12-28,17:46:29,18:35:00,223160.0,4600000.0,"48,517",158.5,160.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,accident (len),VWM 2,Accidents,Accident,Accident,Accident,3
3339263,2022-12-30,2022-12-30,14:07:30,14:55:03,182048.0,3829000.0,"47,550",163.3,167.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 48,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339270,2022-12-30,2022-12-30,14:12:30,15:01:02,156803.0,3231000.0,"48,533",179.1,183.1,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 49,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3338412,2022-12-28,2022-12-28,18:24:28,19:05:02,131845.0,3250000.0,"40,567",158.4,161.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,accident (len),VWM 9,Accidents,Accident,Accident,Accident,3
3337676,2022-12-27,2022-12-27,11:08:28,12:19:53,376083.0,5266000.0,"71,417",164.1,168.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,accident (with cleaning/storage),VWM 10,Accidents,Accident,Accident,Accident,3
3339139,2022-12-30,2022-12-30,12:49:28,13:23:00,165168.0,4925000.0,"33,533",159.2,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 34,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339401,2022-12-30,2022-12-30,15:17:29,15:24:00,14840.0,2277000.0,"6,517",163.5,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339007,2022-12-30,2022-12-30,10:53:29,11:00:00,22608.0,3469000.0,"6,517",164.4,167.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 7,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339490,2022-12-30,2022-12-30,16:05:30,16:09:00,9975.0,2850000.0,"3,500",164.7,166.7,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337339,2022-12-26,2022-12-26,10:53:24,12:27:00,514983.0,5502000.0,"93,600",170.6,175.5,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,emergency repair,VWM 25,Emergency Repair,Emergency Repair,Emergency Repair,Unplanned Maintenance,3
3339022,2022-12-30,2022-12-30,11:05:28,11:11:00,16678.0,3014000.0,"5,533",164.6,167.0,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339025,2022-12-30,2022-12-30,11:11:30,11:13:00,3150.0,2100000.0,"1,500",174.2,176.3,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339026,2022-12-30,2022-12-30,11:12:29,11:51:00,176610.0,4585000.0,"38,517",164.0,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 39,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339422,2022-12-30,2022-12-30,15:29:29,15:31:01,3220.0,2100000.0,"1,533",164.7,166.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339497,2022-12-30,2022-12-30,16:08:29,16:10:02,3255.0,2100000.0,"1,550",179.2,181.3,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3335629,2022-12-22,2022-12-22,15:47:31,15:49:00,3115.0,2100000.0,"1,483",164.2,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3337036,2022-12-23,2022-12-23,17:31:30,17:48:00,49597.0,3006000.0,"16,500",161.0,163.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 16,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339327,2022-12-30,2022-12-30,14:41:30,14:43:00,3900.0,2600000.0,"1,500",179.8,182.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339431,2022-12-30,2022-12-30,15:32:29,15:34:00,3033.0,2000000.0,"1,517",181.2,183.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339504,2022-12-30,2022-12-30,16:11:30,16:14:00,6393.0,2557000.0,"2,500",179.1,181.5,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339038,2022-12-30,2022-12-30,11:19:29,11:22:00,5537.0,2200000.0,"2,517",176.4,178.6,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339509,2022-12-30,2022-12-30,16:14:30,16:19:00,12682.0,2818000.0,"4,500",164.2,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339213,2022-12-30,2022-12-30,13:42:29,13:44:00,4398.0,2900000.0,"1,517",163.3,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339511,2022-12-30,2022-12-30,16:15:30,16:31:01,39415.0,2540000.0,"15,517",181.2,183.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 16,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339514,2022-12-30,2022-12-30,16:19:29,16:24:00,12547.0,2778000.0,"4,517",164.4,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
3339361,2022-12-30,2022-12-30,14:55:30,14:58:00,6097.0,2439000.0,"2,500",179.6,182.0,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,3
