NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month,route
3145974,2022-08-24,2022-08-24,15:09:28,15:12:00,5827.0,2300000.0,"2,533",155.2,157.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3141481,2022-08-18,2022-08-18,16:41:29,16:43:00,4095.0,2700000.0,"1,517",157.2,159.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported) with work found in spin,VWM 2,Rush hour traffic jam (no cause reported) with found work in spin,No Cause Reported,Rush,High Intensity,2,M-E
3141764,2022-08-18,2022-08-18,18:12:29,18:18:01,17800.0,3217000.0,"5,533",157.2,160.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported) with work found in spin,VWM 6,Rush hour traffic jam (no cause reported) with found work in spin,No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3142190,2022-08-19,2022-08-19,13:03:29,13:33:00,103778.0,3516000.0,"29,517",170.6,173.1,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 30,File outside striker (no cause reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3144173,2022-08-22,2022-08-22,14:02:29,14:05:01,5725.0,2260000.0,"2,533",162.7,165.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3145976,2022-08-24,2022-08-24,15:13:30,15:17:00,7198.0,2057000.0,"3,500",155.4,157.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3145979,2022-08-24,2022-08-24,15:18:29,15:43:01,69425.0,2830000.0,"24,533",155.3,157.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 25,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3141940,2022-08-19,2022-08-19,10:45:29,11:00:03,59827.0,4107000.0,"14,567",170.6,174.7,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 15,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3142060,2022-08-19,2022-08-19,12:00:29,12:25:02,106003.0,4318000.0,"24,550",170.6,176.5,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 25,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3142548,2022-08-19,2022-08-19,15:13:30,15:15:03,5735.0,3700000.0,"1,550",176.1,179.8,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3144940,2022-08-23,2022-08-23,13:22:29,13:39:00,41478.0,2511000.0,"16,517",158.4,156.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 17,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148694,2022-08-26,2022-08-26,15:07:30,15:12:00,12473.0,2772000.0,"4,500",160.4,157.3,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3146974,2022-08-25,2022-08-25,13:24:29,13:26:00,3640.0,2400000.0,"1,517",164.5,166.9,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3147043,2022-08-25,2022-08-25,14:40:28,14:44:20,9060.0,2343000.0,"3,867",168.5,170.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,defect vehicle (with clean -up/storage room),VWM 1,Defective vehicle(s),Defective vehicle,Incident (stranded vehicle),Incident,2,M-E
3143190,2022-08-19,2022-08-19,18:26:29,18:30:02,7197.0,2027000.0,"3,550",158.1,160.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported) with work found in spin,VWM 4,Rush hour traffic jam (no cause reported) with found work in spin,No Cause Reported,Rush,High Intensity,2,M-E
3146175,2022-08-24,2022-08-24,16:46:31,17:22:26,65027.0,1810000.0,"35,917",157.4,155.4,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,defective vehicle (s),VWM 2,Defective vehicle(s),Defective vehicle,Incident (stranded vehicle),Incident,2,M-E
3141502,2022-08-18,2022-08-18,16:50:30,18:06:00,214938.0,2847000.0,"75,500",157.2,160.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported) with work found in spin,VWM 76,Rush hour traffic jam (no cause reported) with found work in spin,No Cause Reported,Rush,High Intensity,2,M-E
3141777,2022-08-18,2022-08-18,18:18:29,18:22:00,8245.0,2345000.0,"3,517",157.2,159.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported) with work found in spin,VWM 4,Rush hour traffic jam (no cause reported) with found work in spin,No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3141956,2022-08-19,2022-08-19,10:53:30,11:00:03,13652.0,2084000.0,"6,550",177.3,179.4,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 7,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3147362,2022-08-25,2022-08-25,17:00:32,17:16:50,35600.0,2184000.0,"16,300",171.3,170.0,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,accident (len),VWM 1,Accident,Accident,Accident,Accident,2,M-E
3147705,2022-08-25,2022-08-25,19:26:23,19:27:37,2960.0,2400000.0,"1,233",161.2,163.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,defective truck (s),VWM 0,Defective truck(s),Defective truck,Incident (stranded vehicle),Incident,2,M-E
3147709,2022-08-25,2022-08-25,19:31:27,19:49:23,47687.0,2659000.0,"17,933",162.1,164.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,defective truck (s),VWM 1,Defective truck(s),Defective truck,Incident (stranded vehicle),Incident,2,M-E
3141783,2022-08-18,2022-08-18,18:24:29,18:26:00,7583.0,5000000.0,"1,517",143.1,158.9,A,2,A2,descending,Batadorp,Ekkersweijer,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3142088,2022-08-19,2022-08-19,12:15:29,12:53:00,144723.0,3858000.0,"37,517",176.0,181.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 38,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3142569,2022-08-19,2022-08-19,15:19:29,15:21:00,5157.0,3400000.0,"1,517",178.3,181.7,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3142571,2022-08-19,2022-08-19,15:19:29,15:21:01,3220.0,2100000.0,"1,533",174.0,176.1,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3144876,2022-08-23,2022-08-23,10:43:28,10:46:00,6783.0,2678000.0,"2,533",160.8,158.2,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3147876,2022-08-26,2022-08-26,10:23:29,10:25:02,3100.0,2000000.0,"1,550",166.8,168.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147905,2022-08-26,2022-08-26,10:45:29,11:19:00,146588.0,4374000.0,"33,517",163.2,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 34,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148010,2022-08-26,2022-08-26,11:38:30,11:41:00,6200.0,2480000.0,"2,500",164.4,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148034,2022-08-26,2022-08-26,11:45:29,11:47:00,3033.0,2000000.0,"1,517",158.1,156.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3141965,2022-08-19,2022-08-19,11:00:29,11:57:01,198208.0,3506000.0,"56,533",178.2,180.4,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 57,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3142366,2022-08-19,2022-08-19,14:16:29,15:07:01,152313.0,3014000.0,"50,533",172.6,175.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 51,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3147858,2022-08-26,2022-08-26,10:08:29,10:11:00,5575.0,2215000.0,"2,517",163.2,165.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3147862,2022-08-26,2022-08-26,10:16:28,10:21:00,13292.0,2932000.0,"4,533",164.5,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147880,2022-08-26,2022-08-26,10:25:29,10:28:00,6492.0,2579000.0,"2,517",164.4,166.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147884,2022-08-26,2022-08-26,10:29:28,10:48:00,69308.0,3740000.0,"18,533",162.7,167.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 19,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148041,2022-08-26,2022-08-26,11:47:29,11:54:00,14937.0,2292000.0,"6,517",158.3,156.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 7,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148065,2022-08-26,2022-08-26,11:55:30,12:03:00,18652.0,2487000.0,"7,500",157.9,155.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 8,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148231,2022-08-26,2022-08-26,12:50:29,12:54:01,7678.0,2173000.0,"3,533",170.0,172.2,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148260,2022-08-26,2022-08-26,13:01:29,13:19:01,45830.0,2614000.0,"17,533",176.4,174.2,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 18,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3148289,2022-08-26,2022-08-26,13:13:30,13:20:04,30410.0,4631000.0,"6,567",164.3,169.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 7,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148290,2022-08-26,2022-08-26,13:13:30,13:15:04,5953.0,3800000.0,"1,567",175.9,179.7,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3148355,2022-08-26,2022-08-26,13:41:30,15:09:00,289942.0,3314000.0,"87,500",181.1,183.3,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 88,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3142584,2022-08-19,2022-08-19,15:23:29,15:35:02,30123.0,2608000.0,"11,550",180.4,182.8,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148097,2022-08-26,2022-08-26,12:06:29,12:09:00,5575.0,2215000.0,"2,517",178.0,175.9,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148205,2022-08-26,2022-08-26,12:43:30,12:47:01,7675.0,2182000.0,"3,517",169.8,171.9,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148265,2022-08-26,2022-08-26,13:03:29,13:11:00,23725.0,3156000.0,"7,517",164.3,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 8,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148297,2022-08-26,2022-08-26,13:17:29,13:19:01,3220.0,2100000.0,"1,533",176.3,178.4,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148324,2022-08-26,2022-08-26,13:27:30,13:30:03,9035.0,3543000.0,"2,550",177.9,173.4,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148330,2022-08-26,2022-08-26,13:31:29,13:33:00,3337.0,2200000.0,"1,517",177.2,175.0,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148462,2022-08-26,2022-08-26,14:11:29,14:45:03,98785.0,2943000.0,"33,567",164.2,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 34,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148301,2022-08-26,2022-08-26,13:19:29,13:22:00,7453.0,2962000.0,"2,517",176.3,173.3,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148334,2022-08-26,2022-08-26,13:33:30,18:26:01,2024178.0,6920000.0,"292,517",177.9,174.3,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 293,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3148611,2022-08-26,2022-08-26,14:50:30,14:54:00,7660.0,2189000.0,"3,500",179.6,181.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3147297,2022-08-25,2022-08-25,16:44:30,16:53:00,20198.0,2376000.0,"8,500",160.8,158.1,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3141986,2022-08-19,2022-08-19,11:12:29,11:18:00,14515.0,2631000.0,"5,517",176.4,178.8,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 6,File outside striker (no cause reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3141989,2022-08-19,2022-08-19,11:15:29,12:26:00,356262.0,5052000.0,"70,517",170.6,174.4,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 71,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3143287,2022-08-20,2022-08-20,09:22:25,17:02:45,1873073.0,4069000.0,"460,333",158.4,160.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,road work,VWM 7,Road Works,Activities,Activities,Construction and planned maintenance,2,M-E
3146040,2022-08-24,2022-08-24,16:02:30,16:04:01,3185.0,2100000.0,"1,517",164.2,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3146986,2022-08-25,2022-08-25,13:38:29,14:27:20,222293.0,4551000.0,"48,850",167.1,169.0,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,accident with truck (s),VWM 9,Accident with Truck(s),Accident truck,Accident,Accident,2,M-E
3147445,2022-08-25,2022-08-25,17:20:30,17:22:00,3450.0,2300000.0,"1,500",168.1,165.8,A,2,A2,ascending,De Hogt,Leenderheide,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3145957,2022-08-24,2022-08-24,14:50:30,14:56:00,11498.0,2091000.0,"5,500",155.5,157.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 6,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3145963,2022-08-24,2022-08-24,14:58:30,15:01:00,5400.0,2160000.0,"2,500",155.4,157.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3147451,2022-08-25,2022-08-25,17:21:31,17:25:02,8442.0,2400000.0,"3,517",176.1,174.1,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147865,2022-08-26,2022-08-26,10:17:29,10:20:02,5658.0,2219000.0,"2,550",158.3,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 3,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3142260,2022-08-19,2022-08-19,13:37:29,13:41:00,8512.0,2420000.0,"3,517",171.9,174.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3145967,2022-08-24,2022-08-24,15:03:30,15:05:01,3185.0,2100000.0,"1,517",155.4,157.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3147422,2022-08-25,2022-08-25,17:16:31,17:19:00,9613.0,3871000.0,"2,483",170.8,167.1,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 2,Pointed traffic jam (not reported),No Cause Reported,Rush,High Intensity,2,M-E
3147510,2022-08-25,2022-08-25,17:31:31,17:35:02,8197.0,2331000.0,"3,517",176.1,173.9,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147554,2022-08-25,2022-08-25,17:39:31,17:41:00,3115.0,2100000.0,"1,483",176.3,174.2,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147895,2022-08-26,2022-08-26,10:39:30,10:41:00,3000.0,2000000.0,"1,500",158.5,156.5,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148021,2022-08-26,2022-08-26,11:42:28,11:49:00,18422.0,2820000.0,"6,533",164.3,167.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 7,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148080,2022-08-26,2022-08-26,12:01:29,12:03:00,3488.0,2300000.0,"1,517",163.3,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148106,2022-08-26,2022-08-26,12:09:30,12:17:00,18950.0,2527000.0,"7,500",177.5,175.2,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 8,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148170,2022-08-26,2022-08-26,12:29:28,12:47:01,51770.0,2950000.0,"17,550",178.3,175.4,A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 18,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148241,2022-08-26,2022-08-26,12:55:29,13:01:00,12297.0,2229000.0,"5,517",176.5,174.4,A,2,A2,ascending,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 6,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3141888,2022-08-19,2022-08-19,10:09:27,18:14:00,2195810.0,4532000.0,"484,550",158.3,162.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 202,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3147974,2022-08-26,2022-08-26,11:25:29,11:30:03,12728.0,2787000.0,"4,567",163.8,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148022,2022-08-26,2022-08-26,11:42:28,11:44:00,3067.0,2000000.0,"1,533",158.0,156.0,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148055,2022-08-26,2022-08-26,11:51:28,11:59:00,23947.0,3179000.0,"7,533",164.4,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 8,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148085,2022-08-26,2022-08-26,12:03:29,13:56:02,310573.0,2759000.0,"112,550",158.0,155.9,A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht,traffic jam outside rush hour (no cause reported),VWM 113,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,2,M-E
3148111,2022-08-26,2022-08-26,12:11:29,12:14:01,5520.0,2179000.0,"2,533",164.6,166.7,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148307,2022-08-26,2022-08-26,13:21:30,13:23:00,5400.0,3600000.0,"1,500",178.1,181.7,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148407,2022-08-26,2022-08-26,13:55:30,13:57:00,3000.0,2000000.0,"1,500",164.5,166.5,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3142023,2022-08-19,2022-08-19,11:34:29,11:38:00,8027.0,2282000.0,"3,517",170.6,172.8,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,File outside striker (no cause reported),No Cause Reported,Rush,High Intensity,2,M-E
3148183,2022-08-26,2022-08-26,12:33:30,12:37:01,7483.0,2128000.0,"3,517",170.0,172.1,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
3148218,2022-08-26,2022-08-26,12:47:31,12:49:00,3560.0,2400000.0,"1,483",175.9,178.3,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 1,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Rush,High Intensity,2,M-E
