NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
3107959,2022-07-04,2022-07-04,17:12:27,17:14:00,3410.0,2200000.0,"1,550",160.9,163.1,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3109462,2022-07-05,2022-07-05,17:02:27,17:07:02,9633.0,2102000.0,"4,583",155.6,157.6,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3107965,2022-07-04,2022-07-04,17:15:27,17:17:00,3410.0,2200000.0,"1,550",161.4,163.6,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3109678,2022-07-05,2022-07-05,17:32:27,17:37:02,13373.0,2918000.0,"4,583",159.6,162.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3108307,2022-07-05,2022-07-05,07:44:25,07:50:03,16277.0,2889000.0,"5,633",159.6,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3108522,2022-07-05,2022-07-05,08:24:26,08:26:01,4117.0,2600000.0,"1,583",158.8,156.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3108553,2022-07-05,2022-07-05,08:31:26,09:51:57,565862.0,7028000.0,"80,517",160.4,158.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,defective truck (s),VWM 4,Defective Truck(s),Defective Truck,Incident (Stranded Vehicle),Incident,6
3130884,2022-07-29,2022-07-29,13:43:28,13:45:02,3290.0,2100000.0,"1,567",154.4,156.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3130893,2022-07-29,2022-07-29,13:45:29,13:47:00,4398.0,2900000.0,"1,517",154.4,157.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3130915,2022-07-29,2022-07-29,13:49:29,13:52:01,7508.0,2964000.0,"2,533",155.0,158.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119113,2022-07-14,2022-07-14,08:29:26,08:31:00,3760.0,2400000.0,"1,567",159.6,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119029,2022-07-14,2022-07-14,07:55:25,08:14:00,55607.0,2992000.0,"18,583",159.8,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 19,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120419,2022-07-15,2022-07-15,11:00:27,11:07:00,19512.0,2979000.0,"6,550",157.6,155.0,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 7,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120915,2022-07-15,2022-07-15,13:51:27,13:53:00,4185.0,2700000.0,"1,550",157.3,160.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3121118,2022-07-15,2022-07-15,14:38:27,14:44:00,15235.0,2745000.0,"5,550",157.7,160.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119123,2022-07-14,2022-07-14,08:32:27,08:37:00,13623.0,2994000.0,"4,550",159.7,157.0,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120920,2022-07-15,2022-07-15,13:53:27,13:56:00,8742.0,3428000.0,"2,550",157.1,160.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120983,2022-07-15,2022-07-15,14:08:27,14:10:03,3840.0,2400000.0,"1,600",160.3,162.7,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120955,2022-07-15,2022-07-15,14:02:27,14:04:00,3565.0,2300000.0,"1,550",160.3,162.6,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3121208,2022-07-15,2022-07-15,14:57:27,15:00:03,6412.0,2466000.0,"2,600",155.2,157.7,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3123301,2022-07-18,2022-07-18,11:02:26,11:04:00,3290.0,2100000.0,"1,567",161.6,159.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119155,2022-07-14,2022-07-14,08:45:27,08:48:00,5473.0,2146000.0,"2,550",159.4,157.4,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3123306,2022-07-18,2022-07-18,11:06:26,11:12:00,13583.0,2440000.0,"5,567",161.6,159.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3123804,2022-07-18,2022-07-18,17:27:27,17:30:01,5547.0,2161000.0,"2,567",154.2,156.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120396,2022-07-15,2022-07-15,10:46:27,10:52:00,11913.0,2147000.0,"5,550",157.7,155.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3118984,2022-07-14,2022-07-14,07:40:25,07:55:02,55530.0,3799000.0,"14,617",160.2,158.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 15,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3120402,2022-07-15,2022-07-15,10:52:26,10:58:00,13747.0,2469000.0,"5,567",157.7,155.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3121223,2022-07-15,2022-07-15,15:00:27,15:10:02,28348.0,2958000.0,"9,583",156.7,159.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119084,2022-07-14,2022-07-14,08:17:26,08:19:00,3917.0,2500000.0,"1,567",159.7,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3119097,2022-07-14,2022-07-14,08:23:26,08:27:00,8615.0,2415000.0,"3,567",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3114026,2022-07-08,2022-07-08,15:12:27,15:18:01,18275.0,3283000.0,"5,567",159.0,162.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113760,2022-07-08,2022-07-08,14:22:27,14:57:00,117452.0,3399000.0,"34,550",157.0,160.6,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 35,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113972,2022-07-08,2022-07-08,15:03:27,15:05:03,6080.0,3800000.0,"1,600",156.0,159.8,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3114007,2022-07-08,2022-07-08,15:09:27,15:11:01,3603.0,2300000.0,"1,567",157.1,159.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3114186,2022-07-08,2022-07-08,15:40:27,15:42:00,3100.0,2000000.0,"1,550",161.6,163.6,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3114064,2022-07-08,2022-07-08,15:18:27,15:27:01,18960.0,2213000.0,"8,567",161.2,163.4,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3114108,2022-07-08,2022-07-08,15:27:27,15:39:01,29620.0,2561000.0,"11,567",157.2,159.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3111352,2022-07-07,2022-07-07,07:48:25,07:50:04,3960.0,2400000.0,"1,650",158.6,156.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3116973,2022-07-12,2022-07-12,08:19:26,08:51:42,100667.0,3120000.0,"32,267",161.3,164.2,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,defect vehicle (with clean -up/storage room),VWM 7,Defective Vehicle(s),Defective Vehicle,Incident (Stranded Vehicle),Incident,6
3111367,2022-07-07,2022-07-07,07:50:25,07:55:03,10297.0,2222000.0,"4,633",157.5,155.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113702,2022-07-08,2022-07-08,14:09:27,14:12:01,5390.0,2100000.0,"2,567",159.9,162.0,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113618,2022-07-08,2022-07-08,13:46:27,13:48:00,3875.0,2500000.0,"1,550",157.7,160.2,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3110149,2022-07-06,2022-07-06,08:23:26,12:00:05,1028950.0,4749000.0,"216,650",160.4,158.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,accident (with cleaning/storage),VWM 6,Accidents,Accident,Accident,Accident,6
3110265,2022-07-06,2022-07-06,09:48:25,09:51:00,8967.0,3471000.0,"2,583",159.8,156.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113641,2022-07-08,2022-07-08,13:53:27,14:06:02,31660.0,2516000.0,"12,583",158.1,160.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 13,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3113736,2022-07-08,2022-07-08,14:17:27,14:20:03,5553.0,2136000.0,"2,600",155.3,157.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 3,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3116968,2022-07-12,2022-07-12,08:17:26,08:19:00,3290.0,2100000.0,"1,567",161.2,163.3,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,6
3056115,2022-06-02,2022-06-02,08:08:27,08:12:03,9528.0,2647000.0,"3,600",159.7,157.1,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3056220,2022-06-02,2022-06-02,08:25:28,08:29:00,11235.0,3180000.0,"3,533",159.6,156.7,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3053999,2022-06-01,2022-06-01,07:46:26,07:48:00,3603.0,2300000.0,"1,567",159.6,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3055986,2022-06-02,2022-06-02,07:48:26,09:04:02,306332.0,4052000.0,"75,600",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 76,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3054012,2022-06-01,2022-06-01,07:49:27,07:54:00,11497.0,2527000.0,"4,550",159.5,157.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3064162,2022-06-07,2022-06-07,16:59:29,17:01:00,3337.0,2200000.0,"1,517",159.9,162.1,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3068904,2022-06-09,2022-06-09,16:48:30,16:58:00,24918.0,2623000.0,"9,500",161.4,163.6,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3068985,2022-06-09,2022-06-09,16:58:30,17:00:05,3325.0,2100000.0,"1,583",154.9,157.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3068986,2022-06-09,2022-06-09,16:58:30,17:01:00,5000.0,2000000.0,"2,500",161.8,163.8,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3067619,2022-06-09,2022-06-09,08:29:28,08:31:00,3067.0,2000000.0,"1,533",159.6,157.6,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3067714,2022-06-09,2022-06-09,08:43:28,08:51:05,25613.0,3363000.0,"7,617",160.1,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3064181,2022-06-07,2022-06-07,17:01:29,17:06:00,11703.0,2591000.0,"4,517",160.4,162.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3069088,2022-06-09,2022-06-09,17:12:30,17:41:01,90593.0,3177000.0,"28,517",159.0,161.5,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 29,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3067559,2022-06-09,2022-06-09,08:19:28,08:30:02,35393.0,3350000.0,"10,567",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3069021,2022-06-09,2022-06-09,17:03:29,17:07:00,8782.0,2497000.0,"3,517",155.4,157.9,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3064732,2022-06-07,2022-06-07,18:13:29,18:15:01,3220.0,2100000.0,"1,533",161.4,163.5,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3067303,2022-06-09,2022-06-09,07:46:26,08:04:04,52498.0,2977000.0,"17,633",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 18,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3064227,2022-06-07,2022-06-07,17:06:29,17:09:02,7875.0,3088000.0,"2,550",161.0,163.9,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3069204,2022-06-09,2022-06-09,17:27:29,17:29:00,3185.0,2100000.0,"1,517",161.0,163.1,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3067429,2022-06-09,2022-06-09,08:03:27,08:06:01,5260.0,2049000.0,"2,567",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3059626,2022-06-03,2022-06-03,15:37:29,15:49:03,29827.0,2579000.0,"11,567",157.1,159.1,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3058985,2022-06-03,2022-06-03,14:06:28,14:12:02,14380.0,2583000.0,"5,567",157.2,159.8,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 6,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3059554,2022-06-03,2022-06-03,15:30:29,15:37:01,17177.0,2629000.0,"6,533",155.6,158.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3062747,2022-06-07,2022-06-07,07:51:26,07:53:02,3680.0,2300000.0,"1,600",159.7,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3062911,2022-06-07,2022-06-07,08:14:28,08:18:00,7393.0,2092000.0,"3,533",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3060448,2022-06-03,2022-06-03,17:07:30,17:11:03,12070.0,3400000.0,"3,550",160.7,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3056318,2022-06-02,2022-06-02,08:38:28,08:43:00,14082.0,3106000.0,"4,533",159.7,156.9,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3062759,2022-06-07,2022-06-07,07:53:27,10:13:09,1067818.0,7644000.0,"139,700",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,defective truck (s),VWM 32,Defective Truck(s),Defective Truck,Incident (Stranded Vehicle),Incident,7
3071408,2022-06-10,2022-06-10,16:50:29,16:53:00,5285.0,2100000.0,"2,517",155.3,157.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071664,2022-06-10,2022-06-10,17:29:29,17:32:01,15453.0,6100000.0,"2,533",148.8,154.9,A,50,A50,descending,Valburg,Ewijk,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3075841,2022-06-14,2022-06-14,15:09:28,16:42:00,676547.0,7311000.0,"92,533",154.5,160.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,spitsfile (with truck),VWM 15,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3076677,2022-06-14,2022-06-14,17:30:29,17:35:02,12740.0,2800000.0,"4,550",157.2,160.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071330,2022-06-10,2022-06-10,16:40:29,16:47:00,32010.0,4912000.0,"6,517",155.1,160.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3075316,2022-06-14,2022-06-14,08:41:28,08:43:01,4340.0,2800000.0,"1,550",159.6,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071590,2022-06-10,2022-06-10,17:16:29,17:22:01,17287.0,3124000.0,"5,533",160.2,163.4,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071757,2022-06-10,2022-06-10,17:43:29,17:45:06,9862.0,6100000.0,"1,617",161.8,167.9,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3074908,2022-06-14,2022-06-14,07:48:27,07:50:03,3360.0,2100000.0,"1,600",157.8,155.7,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3076493,2022-06-14,2022-06-14,17:10:29,17:41:00,112987.0,3702000.0,"30,517",158.0,161.7,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 31,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071686,2022-06-10,2022-06-10,17:33:29,17:35:01,5980.0,3900000.0,"1,533",160.6,164.5,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071945,2022-06-10,2022-06-10,18:40:27,18:42:00,5115.0,3300000.0,"1,550",157.2,160.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071952,2022-06-10,2022-06-10,18:45:27,18:47:00,3565.0,2300000.0,"1,550",156.6,158.9,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
3071955,2022-06-10,2022-06-10,18:48:27,18:53:00,16415.0,3608000.0,"4,550",157.1,159.8,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,7
